d,delta
0.15376053978947885,0.4537564619863702
0.1565227446160387,0.4441934170159303
0.15924757683251942,0.43459573580169497
0.16193292684954394,0.4249749880372869
0.16457835214570773,0.4153372201815131
0.16718420717993912,0.4056856986164471
0.16975121664586815,0.3960222844361078
0.1722802666192664,0.3863481227909197
0.17477230277655822,0.3766639888743155
0.17722828121318202,0.3669704618987026
0.1796491450866792,0.3572680128823927
0.1820358139220612,0.3475570492310052
0.1843891791084786,0.33783793764159703
0.18671010240606373,0.3281110161127192
0.188999415899584,0.3183766004626151
0.19125792263120409,0.3086349880631365
0.19348639753606112,0.2988864601475317
0.19568558849690307,0.2891312833744541
0.19785621742876025,0.279369710992005
0.1999989813126426,0.2696019839529063
7.566618020106311e-07,0.009779252288100969
7.566618020106311e-07,0.019558504576201938
7.566618020106311e-07,0.029337756864302907
7.566618020106311e-07,0.03911700915240388
7.566618020106311e-07,0.04889626144050485
7.566618020106311e-07,0.05867551372860581
7.566618020106311e-07,0.06845476601670678
7.566618020106311e-07,0.07823401830480775
7.566618020106311e-07,0.08801327059290873
7.566618020106311e-07,0.09779252288100967
7.566618020106311e-07,0.10757177516911064
7.566618020106311e-07,0.11735102745721165
7.566618020106311e-07,0.1271302797453126
7.566618020106311e-07,0.13690953203341355
7.566618020106311e-07,0.14668878432151453
7.566618020106311e-07,0.1564680366096155
7.566618020106311e-07,0.16624728889771648
7.566618020106311e-07,0.17602654118581745
7.566618020106311e-07,0.1858057934739184
7.566618020106311e-07,0.19558504576201932
7.566618020106311e-07,0.20536429805012035
7.566618020106311e-07,0.2151435503382213
7.566618020106311e-07,0.22492280262632228
7.566618020106311e-07,0.23470205491442325
7.566618020106311e-07,0.24448130720252426
7.566618020106311e-07,0.2542605594906252
7.566618020106311e-07,0.2640398117787261
7.566618020106311e-07,0.2738190640668271
7.566618020106311e-07,0.2835983163549281
7.566618020106311e-07,0.29337756864302905
7.566618020106311e-07,0.3031568209311301
7.566618020106311e-07,0.31293607321923106
7.566618020106311e-07,0.32271532550733195
7.566618020106311e-07,0.33249457779543296
7.566618020106311e-07,0.3422738300835339
7.566618020106311e-07,0.3520530823716349
7.566618020106311e-07,0.3618323346597359
7.566618020106311e-07,0.3716115869478368
7.566618020106311e-07,0.3813908392359378
7.566618020106311e-07,0.3911700915240388
7.566618020106311e-07,0.4009493438121397
7.566618020106311e-07,0.4107285961002407
7.566618020106311e-07,0.4205078483883417
7.566618020106311e-07,0.4302871006764426
7.566618020106311e-07,0.4400663529645436
7.566618020106311e-07,0.44984560525264455
7.566618020106311e-07,0.4596248575407456
7.566618020106311e-07,0.4694041098288465
7.566618020106311e-07,0.4791833621169474
7.566618020106311e-07,0.4889626144050485
7.566618020106311e-07,0.4987418666931494
7.566618020106311e-07,0.5085211189812504
7.566618020106311e-07,0.5183003712693514
7.566618020106311e-07,0.5280796235574523
7.566618020106311e-07,0.5378588758455533
7.566618020106311e-07,0.5476381281336542
7.566618020106311e-07,0.5574173804217553
7.566618020106311e-07,0.5671966327098562
7.566618020106311e-07,0.5769758849979572
7.566618020106311e-07,0.5867551372860581
7.566618020106311e-07,0.5965343895741589
7.566618020106311e-07,0.6063136418622601
7.566618020106311e-07,0.6160928941503611
7.566618020106311e-07,0.6258721464384621
7.566618020106311e-07,0.635651398726563
7.566618020106311e-07,0.6454306510146639
7.566618020106311e-07,0.6552099033027651
7.566618020106311e-07,0.6649891555908659
7.566618020106311e-07,0.6747684078789669
7.566618020106311e-07,0.6845476601670678
7.566618020106311e-07,0.6943269124551688
7.566618020106311e-07,0.7041061647432698
7.566618020106311e-07,0.7138854170313708
7.566618020106311e-07,0.7236646693194717
7.566618020106311e-07,0.7334439216075727
7.566618020106311e-07,0.7432231738956736
7.566618020106311e-07,0.7530024261837746
7.566618020106311e-07,0.7627816784718756
7.566618020106311e-07,0.7725609307599766
7.566618020106311e-07,0.7823401830480775
0.19999898131264265,0.009628642284032369
0.19999898131264265,0.019257284568064737
0.19999898131264265,0.028885926852097107
0.19999898131264265,0.038514569136129474
0.19999898131264265,0.048143211420161834
0.19999898131264265,0.057771853704194215
0.19999898131264265,0.06740049598822657
0.19999898131264265,0.07702913827225895
0.19999898131264265,0.08665778055629132
0.19999898131264265,0.09628642284032367
0.19999898131264265,0.10591506512435606
0.19999898131264265,0.11554370740838844
0.19999898131264265,0.1251723496924208
0.19999898131264265,0.13480099197645315
0.19999898131264265,0.14442963426048552
0.19999898131264265,0.1540582765445179
0.19999898131264265,0.16368691882855027
0.19999898131264265,0.17331556111258264
0.19999898131264265,0.18294420339661496
0.19999898131264265,0.19257284568064734
0.19999898131264265,0.20220148796467974
0.19999898131264265,0.2118301302487121
0.19999898131264265,0.22145877253274449
0.19999898131264265,0.2310874148167769
0.19999898131264265,0.2407160571008092
0.19999898131264265,0.2503446993848416
0.19999898131264265,0.2599733416688739
0.020399743504051427,0.7259466884150009
0.011069691957280348,0.7571815755163043
0.005016038201710933,0.7763170968609097
0.02928859952716838,0.7313144280995681
0.016178031439245975,0.7606198482241037
0.0036909516491441243,0.7803133249070419
0.007236154626202636,0.7681264512811696
0.03394849433005818,0.7341284125081724
0.028022251157323368,0.7386768051038168
0.035300184710945336,0.7266247110557471
0.018023171874487272,0.7523645317075193
0.010090106665645988,0.7721188805518157
0.004499245456619243,0.7717808077887823
0.0014696915129298069,0.7676713046159258
0.010726626499265823,0.7632052165483832
0.03202246117299328,0.7401276436459002
0.027143814479097552,0.7444354235416183
0.01936693585651964,0.7569987368514638
0.013863678280886766,0.7668984061657719
0.0053596018814928426,0.7630970168986261
0.002977184710712412,0.7578920523278251
0.023375223614267384,0.7493106841262729
0.007162779442195773,0.7591239437334301
0.013836199686439964,0.7388097906408616
0.02094610306425539,0.7405436974401522
0.022588785083840768,0.7448085685741346
0.03342139213776224,0.6937468843703839
0.03995962550527929,0.7222396370214461
0.028381473359556337,0.7146050833587686
0.033265582948913415,0.719794783529538
0.03866951338300663,0.7294335915551108
0.018943843932937087,0.7333099115992072
0.04464944699803967,0.6998173567610825
0.029023351308193238,0.7247765361194821
0.02509806570732322,0.7282101151941207
0.028139024326058373,0.7197263628058554
0.024389130413834642,0.7229855132743771
0.014109513017666216,0.7133043945793457
0.018384271891022142,0.7190634821989498
0.02342867606058697,0.7169369891959019
0.02186247371630852,0.7071848476912064
0.024051914256000558,0.71183505912709
0.019268403682848517,0.7138397498034291
0.031018818547728564,0.7057143308069829
0.028418025989045262,0.7097793801195963
0.03646689118719172,0.7120644827284922
0.017925463842141803,0.7374857900549625
0.009445657032465195,0.7296107375065661
0.024495842744424748,0.7342801573636031
0.05053126063778381,0.7029973721557009
0.03299619459178565,0.7151552024128917
0.03799717647901973,0.7172262323672393
0.04345320939276443,0.7128009880756694
0.013462321717932156,0.7333409457739578
0.006755667734221164,0.7365466491812366
0.014913365911165462,0.7277508068513956
0.009500916648640379,0.7208064051124456
0.011001648612222869,0.7252181639374417
0.005326342949462042,0.7256796652242195
0.00441231094027656,0.7307612873351107
0.05168967207504081,0.69382519171821
0.045449300481336496,0.7171498141792443
0.04063874906524344,0.7059947568756391
0.04751414517600296,0.7082759907632148
0.00807255022523315,0.7446343638769133
0.0018448509808435922,0.7383335477516231
0.013593119660509807,0.7181537363063903
0.05580208937883505,0.6971534519390037
0.04933165380979472,0.6981866246907552
0.04019949524537414,0.7101614163172599
0.03579155288327738,0.7071317392749821
0.0352141933332891,0.7003316979524822
0.04497713703602887,0.7044207902885109
0.009472193264791777,0.7402553988673918
0.03968667735796357,0.6955775424498339
0.045481684389268535,0.6932869799626629
0.050195870710806376,0.6749833679906876
0.04936828710602193,0.6845291067719358
0.0489307156410297,0.6895762619823532
0.03999232133374546,0.70118438182188
0.07029235765361681,0.6038960310305049
0.11863614091543152,0.4683880673493538
0.015540849891128953,0.7457072700753014
0.016894480525097618,0.7417133481747661
0.0118468124778089,0.7508761096994399
0.006054595713156646,0.7526680381491047
0.002766829345612755,0.7481128000397241
0.025133071137210646,0.6983078210899855
0.03041831431791747,0.6981009749102373
0.0070780536365269995,0.7141514345914548
0.0038103600776022814,0.7191096267667808
0.0037281931981147758,0.7089957908873203
0.011485742896159515,0.6992165385992193
0.006364489201699557,0.7031205483476299
0.002501642731957803,0.6992165385992193
0.006993692814058659,0.6938346255073505
0.012805630482254993,0.7062589761717968
0.008792683841034165,0.7093712583839267
0.006993692814058659,0.6984002420111528
0.0031703340211899824,0.6894372863111182
0.012900197636272993,0.6796580340230173
0.010459894928761149,0.68696004403502
0.0055351538569109356,0.6844322387017067
0.0026671842561884515,0.6796580340230174
0.0077836909462306566,0.6736960373920468
0.007783690946230722,0.67983296458834
0.017850653234128603,0.7016685374678119
0.017089977339839836,0.7091094428008651
0.022270810193301696,0.6868484302108472
0.013623759576036744,0.6928664120450995
0.022614531406862568,0.7024209184679588
0.016346113975683536,0.6848684202961425
0.017963991242569158,0.6898814259731805
0.02317683146479989,0.6927092844154507
0.02828031335743228,0.6934136875221873
0.031440107579278516,0.6844883466684676
0.03112192920261433,0.6893976971304597
0.027114024360629367,0.6866729561532107
0.039042041552921465,0.6874460191432026
0.024292002801095586,0.6757089565979604
0.044389463286167816,0.6866400050058018
0.02690420485004976,0.6808817820052576
0.040247550591616686,0.6773023710619611
0.044867520076404176,0.6808405172519322
0.020081446807175763,0.6969319159563243
0.04136706281881957,0.6913530141981543
0.019146632507493,0.6792716020746813
0.03318564828426699,0.6776373773182561
0.03999618309606058,0.6824159552494115
0.04512338489473781,0.6757210606406531
0.037505066380941005,0.6605383950374007
0.040155603667123306,0.6687110981623058
0.04953552583722973,0.6797348620552005
0.05893451858834715,0.6786194657510827
0.054088922755116384,0.6779460429656484
0.05779703222926697,0.6690343290565993
0.05711027252825545,0.6739758903129599
0.06435108141405718,0.6724636885743828
0.016599533619964697,0.6700960031300488
0.01946931280003749,0.6742406974699235
0.01550755535643979,0.6970356514866651
0.022565068067743832,0.6822945827863212
0.035325336025437234,0.6818303983748231
0.03650675054196057,0.6730462779889086
0.029816426869905037,0.6717033986520234
0.02351521335112286,0.6683734607019719
0.06567158826821295,0.6619623980582761
0.06906459061173076,0.6683579969139268
0.06378845591484869,0.6670592698347285
0.07094772296509504,0.6632611251374743
0.07062299351159916,0.6532137267615902
0.07531773465086129,0.6622845442642313
0.0721096214827568,0.6581946260859701
0.06725228178699755,0.6764218121997213
0.028846250708171005,0.6761777349562731
0.02570843177538104,0.6718500875548781
0.016218731748885273,0.653823316544939
0.03005006705440288,0.6636344477068832
0.03440068962664143,0.6675704581772436
0.03791627802831223,0.6649211897853972
0.04750745744353718,0.6618106181336447
0.04305976239642058,0.6644386071407947
0.048447602404735335,0.6684794576024301
0.018234673786239927,0.6619169398192801
0.02794838102190057,0.6676114504735666
0.0533818907091607,0.6643831537974552
0.059402594953550825,0.6625425187045788
0.06177154059563751,0.6539796374997959
0.06220926671359875,0.6587098640908341
0.06708296073257111,0.6569826088304068
0.05426747793538327,0.6565127454497371
0.05552917287857485,0.6606397405988563
0.053004536556257684,0.6707414664211325
0.01934950973522424,0.6663927937955242
0.05720127904424027,0.6891201553498192
0.055787561977406835,0.6834934190815023
0.06140413514338164,0.6836669401452128
0.06360622674812726,0.6794616045517095
0.06103644938666459,0.6911014484688174
0.08443658096148096,0.6097484210837063
0.1330682034048866,0.4727797708399667
0.003292385572350375,0.6698787817349163
0.008959043256474413,0.6625113132302441
0.008644525153403516,0.6681323802611197
0.004853498426750614,0.6651009265277738
0.002541035205798885,0.6600995294468155
0.008075785060104859,0.6541194125841595
0.013493337990983774,0.6655843553742282
0.01203190067361646,0.6715049149770737
0.006805964098037238,0.6584954951986989
0.012452392897667149,0.6580532600198034
0.0752290170437034,0.6438329284619534
0.07656338090566336,0.6536938260145938
0.07395098943780562,0.6490266004688258
0.06482042023968015,0.6440257241723251
0.07896279776710169,0.6475057954723911
0.07005034198927715,0.6453126718971381
0.06985620064235196,0.6348314272717329
0.07134627209184972,0.6400462473961848
0.07955119168482673,0.6348814964142419
0.0763132301212435,0.6388372466359714
0.08173720118725597,0.6399739292194819
0.0843222677270665,0.6358488409691038
0.0836744613572292,0.626794437810307
0.08683240149726171,0.6311188753687447
0.08223958924858189,0.6311575285094254
0.07397980129667453,0.6260236795686934
0.07873348076991668,0.6275870030382199
0.07927564067658296,0.6179293863541593
0.07771148255719024,0.6226856037909221
0.0696128678436955,0.6173869369912786
0.07437162459898362,0.6189519302061526
0.07439436040066706,0.6108651993252345
0.028967859739642467,0.6505051060297097
0.04436852190966065,0.6709907617164613
0.02419232421784237,0.6624320424953299
0.02168159536680517,0.6567605132472034
0.02195350546668088,0.6497060284509095
0.02509000429085789,0.6533594052565211
0.030735966903140927,0.6569686391111866
0.02617897966837085,0.6581610683391786
0.012064567229989442,0.6419846893196972
0.033154308640877435,0.6605856754098521
0.0158771291684117,0.6472950245458471
0.012030826661939205,0.6507693714713285
0.006138765848690267,0.6478229058789564
0.023027001368998927,0.6381379802313406
0.020794439179542712,0.6437646355610723
0.017202552782899342,0.6390831862312236
0.02799102455841214,0.6433638703599908
0.009709474172964106,0.6318143599903409
0.012385229859371565,0.6365525917414953
0.005989348159740616,0.6389005492079913
0.018832086656632004,0.6297873109935856
0.01669279948940836,0.6342030649259162
0.003681792537870685,0.6520249540623015
0.010547447534920602,0.6463712681759503
0.0257798656692384,0.6473037578005378
0.04262912295385047,0.6244886961051841
0.04367232223277875,0.6448562848619239
0.004881357174783218,0.6337992779087687
7.566618020106311e-07,0.6307617725825125
0.00534013739556429,0.6280507974516196
0.005110064977052489,0.6209825202944115
0.004330985177428157,0.643390750322622
0.03386966848315807,0.6328092183604727
0.037876745869041606,0.6516308202220321
7.566618020106311e-07,0.6209825202944115
0.009574495112271335,0.6112032680063106
0.029281030520165105,0.637167921795748
0.02524533561058696,0.631794630432656
0.03677198258378939,0.6404593409608947
0.03371668035275008,0.6372428624796331
0.03557456377314632,0.6559963006484916
0.0056391772729117405,0.6153153926488579
0.0021993255470497005,0.6112032680063105
0.0212376684866413,0.6339526702637308
0.027303823903918653,0.6139692938492344
0.03380212128841314,0.6462064096826398
0.0386760546453729,0.6450841799369547
0.033468888549256524,0.6506992842022801
0.02457560643071501,0.6226857629450987
0.02310862224150036,0.6273726775605952
0.09184602868960927,0.6128141941021303
0.1406284356139782,0.4750803635796927
0.014847542413688975,0.6753278484519647
0.06586791736388233,0.6497904640870419
0.05506039269857072,0.6464801236339439
0.06057458525373542,0.6477747637668453
0.0568276563913496,0.6517154542040892
0.0888658226088209,0.6213296726885096
0.09318688772101658,0.6231572705762217
0.08833098665057876,0.6260197952280239
0.0834492674028231,0.6213823098870964
0.08469386660665319,0.6156290944456838
0.09183712008250712,0.6175903146715042
0.06705150087495514,0.6104953651393087
0.07084469489380292,0.6082627181967495
0.07060116638181926,0.6130978462677937
0.055531682113691465,0.6186986700086508
0.062395721313720974,0.6161475360066059
0.04921789480783528,0.5976420463980799
0.06636399617516632,0.6146726608444057
0.06452489566722892,0.6253819131471553
0.059224746090386936,0.6025562955143436
0.06539438726260785,0.6203187831932212
0.07008681832967828,0.6225696785668349
0.06005254464763229,0.6220076521542534
0.05476009736896612,0.6336734546843664
0.05871344794021865,0.6284335602318161
0.06418838535709935,0.6318004552282771
0.05066794450983922,0.626474750112852
0.06903962968169422,0.6288367032040061
0.06456557154950804,0.6379099273335174
0.05426788155508178,0.6291907997018578
0.05519713132424008,0.623898528399531
0.05892327436248646,0.6412082532906356
0.05994934829958884,0.6351285440240322
0.05194515899375572,0.6401463155514745
0.06452458365825414,0.6051589845469711
0.058965079168405814,0.6097824091589804
0.055842745376430636,0.6379927952244534
0.04941550780157224,0.6453235102436629
0.050582167932518456,0.6514642069008538
0.04886800216668944,0.6565848685817445
0.04293174178654239,0.6578293259292287
0.046177788983307086,0.6337896681676078
0.06286283109131978,0.6117886976344128
0.05786978324194261,0.6144798239537631
0.04532435882243287,0.6102844157072939
0.05216829414227922,0.610674005641555
0.050495153997283215,0.6356672176325421
0.048376238334380366,0.6169805576668475
0.05079085323568232,0.6214214004301809
0.04602608963246694,0.621135271049941
0.037818110717117805,0.6162179672503334
0.0430876541540858,0.6167310727945297
0.04908544006929765,0.6045219945068387
0.05501501744444258,0.606022743263406
0.054015127851738926,0.6005190395075716
0.061041592466750526,0.5833647212768729
0.059979771266107165,0.5929459863652822
0.0581454412937007,0.5976366874103063
0.06554606136858605,0.5978267353026083
0.048612547329207965,0.6128293121292415
0.052583659945789916,0.6152170955965208
0.03716657547339036,0.6008512800169936
0.06834232597867315,0.5890232773862375
0.043652793992208686,0.6009761545602935
0.044488576407320776,0.6056302851337937
0.04062722022316948,0.5896145149944724
0.04377052214400239,0.594861133050131
0.03777591409486804,0.5948876623305684
0.05098304607273799,0.5869751360375676
0.019625799672806296,0.596046094911996
0.04619924567035249,0.5898411592232046
0.028797638569416268,0.5969832367550081
0.05101900476462485,0.5924605894975191
0.0556627612336786,0.589687303776741
0.0552036447010536,0.5941930669061679
0.0556844486629426,0.5842564874244703
0.06023095791618745,0.5881243540712582
0.04442740564710425,0.5702139323438139
0.056419311536453375,0.5721340804033153
0.048984309478220064,0.5780942591251826
0.05744230840596035,0.5782795719714351
0.05137144237366773,0.5822223662750929
0.03364698419699798,0.5974787235107244
0.04368520213525567,0.5830415021087414
0.05326523305797126,0.575817009061375
0.048945538740787685,0.5728589702880247
0.05175034492192312,0.5628865750430474
0.04904570907223111,0.567506510558756
0.04155325200463754,0.5600185710639213
0.05422738431355415,0.5674383526798943
0.04627728375110042,0.5627841476770846
0.06790056996842675,0.5570476382928746
0.04920990949886385,0.5523572942071394
0.06379217202810254,0.5658330388467099
0.04910517424295617,0.5579536742071175
0.05923230365310035,0.5679615480390451
0.06701508208838397,0.5753203005273931
0.061981199281766326,0.5728492506239692
0.05839815904515396,0.5553284207133151
0.059053169401056274,0.5616292737181677
0.06271268091092794,0.5783655530954117
0.06857426947214773,0.5820850462169709
0.053354184639591705,0.5552340236298147
0.06281175148910911,0.5580540746536309
0.06501892422406985,0.5928134781383672
0.07440007070577423,0.5957932354289713
0.06952835042433934,0.5948736605892148
0.025805666248656704,0.5787211969540008
0.04257627356929816,0.5765420826343266
0.06527047354816448,0.5854475935627815
0.08995610424696886,0.5735947474785742
0.05493729249709698,0.5595601590528377
0.07865035697046882,0.5858948800292513
0.0343112373261482,0.5826782685373224
0.03390829066785725,0.589388898259698
0.033248545432106064,0.570378678952103
0.07296392835936523,0.5857047840112207
0.07565106335169787,0.5904687034752292
0.0890678052761738,0.5959964500474589
0.08175034031146386,0.5947109471844686
0.07635773081036103,0.5767289986795814
0.07594412841737366,0.5817021149288776
0.038922134743352536,0.5848234097602926
0.0385048037876777,0.5796924036588139
0.03313213288385236,0.5765844404659969
0.03784077277655605,0.5735687961951462
0.030242285657426995,0.5803045890099419
0.02511840567671629,0.5876542180777516
0.028225191928355167,0.5733884195778732
0.014131264022527809,0.5702091548587354
0.020849252235063308,0.5732571622758281
0.02474091943782281,0.5618761179344381
0.02792774110951421,0.5671950253755814
0.024588179660081068,0.5704592548101503
0.033095931904065325,0.5604843602268108
0.03259040543052828,0.5654404939944241
0.038791268703115785,0.5671270191805671
0.04310508526746897,0.5659395142364126
0.08669773583471957,0.5880182449778659
0.084237014421667,0.6020254037686581
0.07140819135209005,0.577869804237234
0.03005242863104188,0.585789956526679
0.016179013101045928,0.582473519615406
0.03744924397571062,0.5625147687228317
0.08589311050992438,0.5925984118475148
0.08499928457513202,0.5976863351425105
0.09288430469564576,0.6040043274256232
0.07893945160619716,0.6060263824854216
0.07874663242469665,0.5998120307486887
0.07509029743481667,0.603035646942462
0.020275301987858388,0.5787577848446462
0.023068694535916718,0.5830035761704978
0.014455847362466497,0.5764580960694632
0.007407926089120195,0.5817315479758846
0.0071204543339470185,0.5737062116540094
0.011934542713900344,0.5804348627765912
0.011387485887240877,0.5734845729305061
0.08792461132483077,0.6057942015693917
0.08903927960276295,0.6009234425966792
0.07950496735782288,0.6111115763916609
0.01493653170838836,0.6207633350268182
0.019375788600844632,0.6236312794378276
0.02073277154945456,0.6166611131815517
0.011143791972385892,0.6257310889660007
0.009972113104043836,0.6185782020592375
0.015700442756809183,0.6264086978646006
0.025151187459484508,0.6180807226037939
0.03174405465895442,0.6189133288286336
0.014866745631089053,0.614518717356366
0.01700701214762167,0.6052207660679929
0.014326747082404674,0.6094991104745293
0.020523431098771583,0.6104024341627697
0.024751675211445005,0.6037490321425087
0.03124186361479313,0.6035114975954275
0.02119781423197579,0.6061607775243781
0.03706498137846053,0.6085527434285213
0.02816857628948128,0.6083245672779577
0.035325383984410194,0.60467839367861
0.03252848676929153,0.6118810921354799
0.014031366198948986,0.6305815555179781
0.03688094562508002,0.6222977349315538
0.04086092312381364,0.620491819910701
0.037894268640778064,0.6282750961489673
0.03083522536453868,0.6258833800011432
0.042919446976692664,0.6297053866429325
0.04015024244680988,0.6352564460912311
0.044297480694309915,0.6391808944201876
0.04063850867562442,0.6120712449617548
0.02883261398300585,0.6220779812674331
0.029772215940451013,0.6304767853033251
0.09635280425748513,0.6146789418462346
0.14522692541478402,0.4764796925892853
0.13629119896888614,0.4835528867254685
0.13987337096032307,0.4639891111169634
0.044224837702544886,0.6511952676380243
0.0289164028459818,0.5915463697846232
0.024451434170691604,0.5941685665399554
0.023549945207717103,0.5989917556023207
0.019085236414974543,0.6008528829042135
0.009482235384441236,0.5989621546606949
0.01404265149980465,0.6011319854654122
0.00936591955736272,0.6050839356661933
0.00486292898330456,0.6070665120401962
0.003247252107821081,0.6014240157182096
0.019461587674962158,0.566075097933855
0.01826211509901029,0.5700319402570547
0.010498404052354244,0.5600216541447379
0.013986617227285659,0.5645192470731683
0.007074256437577665,0.566278810788839
0.018032260599904933,0.5577800748876057
0.0029625991276008177,0.5623070065658058
0.005582318980160189,0.5573782708898635
0.002757413645523841,0.5525277542777047
0.014388562195835338,0.5427485019896037
0.011254238047724671,0.5508271263933829
0.007296921659799422,0.5531318384620051
0.003962361886933356,0.5700120106543223
0.02026436923901787,0.5616661133133665
0.03661845108485316,0.5474300866927182
0.08452350199011707,0.579947277634694
0.0971323019832496,0.5892596076897846
0.0983642877001358,0.6055703556020967
0.09517731740891504,0.6092572062344356
0.0020916809703545127,0.5818655111420077
0.0046948747418315145,0.5778109140423046
0.13564730609626782,0.4778768501988255
0.12203025986779015,0.4822961158671287
0.12829084983921085,0.4783981412368763
0.1288637138176616,0.486294822437353
0.12181861368774614,0.474979591476461
0.12649925444151155,0.4824972321341042
0.12405789941534336,0.4785761386834481
0.10479812983147273,0.4791332688785108
0.1264285488577578,0.4686898238910585
0.1128647489441601,0.4752386012423586
0.12810615471617562,0.4734007935318885
0.12245215699358356,0.4706096771140401
0.1235209047409068,0.44301087714258497
0.1328992738227388,0.4656196033432682
0.11728371053981898,0.4731050696510451
0.11735254762756812,0.4788906778018208
0.111327883991436,0.4920815337451603
0.11113213235445367,0.4819511205886758
0.12301511096736295,0.4560722391129906
0.13738961573655328,0.4690957393862485
0.14343559122278646,0.4688790361348932
0.14542402430649098,0.4636880308601924
0.14202671015427634,0.4523717384591467
0.15236916899028205,0.4585110412819387
0.14956558601436573,0.4679660810721488
0.13066021782110587,0.4692545058366824
0.1091576626495638,0.4778616072984936
0.10318241337603604,0.4654856963104815
0.10720666306704804,0.4711731558726474
0.1127960035221727,0.4692659999523634
0.11437985494036275,0.4599383188832556
0.11512006690325816,0.4648623182297013
0.10911651508226768,0.4645090244667345
0.12029217373346915,0.4615671721778009
0.10427694979098268,0.4536202625500413
0.12724030486058635,0.4615880981231058
0.10527688394834103,0.4596957023482592
0.09312883997134024,0.4585750963281463
0.10993519274724728,0.455809000907997
0.0993489842440629,0.4575513457967335
0.11136164348827976,0.44371328867381066
0.116530987951534,0.4531662068273377
0.09713599609351103,0.4635137596900323
0.09427613652097083,0.4461377109407561
0.10909314258897963,0.4495777307109728
0.11857436159821705,0.4572938111322358
0.09735603481011758,0.4730949003311165
0.09830085008157276,0.4511830504866831
0.11432725496953433,0.4482314304702471
0.1174186226928452,0.4429699701046145
0.1205171587317265,0.44842664363278395
0.1123600855947032,0.4523087884176
0.08586267296640285,0.4685657577638047
0.09893101873413827,0.4682656325346047
0.10225962257095224,0.4720226613850642
0.09240587910148054,0.4688090297933245
0.09186740323026002,0.4521871247513549
0.10263093790185354,0.4436009545722353
0.1206037759085192,0.4229992379534398
0.08932902978798285,0.4634491674161384
0.07325378150162244,0.4412713642917887
0.10697403266775103,0.4453870351639851
0.10279054242741817,0.4487195947930575
0.12053520896053276,0.4332276699432884
0.08339359759875213,0.44530879888620334
0.1204992901825324,0.4385858314004368
0.11296011379060468,0.43585609092885097
0.0887053376433783,0.4474238079561195
0.07561935203395427,0.4578936959258066
0.11399952629153765,0.4401587447460724
0.08308485818087136,0.45381177252299304
0.08188083990351798,0.4621356910270564
0.08475577389071537,0.4496153508558627
0.08807816278113596,0.4562539225712635
0.08403347112262642,0.4581980224531706
0.10503165510574748,0.4871360989610943
0.14771687568395228,0.4545618331578067
0.14235592156784213,0.4584410119940615
0.14784353435943462,0.4457457951512387
0.14761705954288915,0.4593878805250509
0.1339319610679222,0.4558543817056246
0.15020961310268818,0.4501887170904578
0.1551471731096334,0.4489765370569195
0.13861912876131488,0.4556001389048866
0.12872185042273862,0.4494363440235439
0.12482345987563916,0.4472741800769875
0.1226403927557795,0.4657487722266781
0.12881488992388893,0.4653653359522284
0.06882077818246639,0.4746710760011199
0.10683674120136318,0.4830786037271957
0.13548660562640386,0.4609560027178532
